cpg,gene_genomic_context,statistical_rank,candidate_priority_score,robust_contrasts,tier1_contrasts,tier2_contrasts,tier3_contrasts,same_direction_contrasts,max_n_datasets,best_fdr,best_neg_log10_fdr,mean_i2,min_i2,strongest_contrast,strongest_supported_contrast,top_random_effect,top_effect_direction,max_abs_meta_effect,strict_internal_support_subset,likely_dataset_sensitive,priority_label,best_nonzero_folds,all5_any_run,r2_disease_group,r2_dataset,disease_r2_after_dataset,dataset_warning,UCSC_RefGene_Name,chr,pos,Relation_to_Island,UCSC_RefGene_Group,Regulatory_Feature_Group,Enhancer,DHS,DMR
cg11183307,SCRT2,183,45.39590388891217,3,0,3,0,1,6,3.294298700843921e-13,12.482237025006308,26.833240571844783,0,advanced_vs_nonadvanced,Advanced vs non-advanced,-0.10658173491860332,lower methylation in case/higher stage,0.10658173491860332,FALSE,TRUE,stage_replicated_all5,6,TRUE,0.2827473772762193,0.28444768764297274,0.09128058233832852,dataset_r2_gt_disease_r2,SCRT2,chr20,652263,N_Shelf,Body,NA,NA,NA,DMR
cg26065488,TNIK,184,45.332185529358824,2,1,1,0,1,6,3.710176399728395e-9,8.430605441434164,71.38476559290177,65.34520078753991,advanced_vs_nonadvanced,Advanced vs non-advanced,-0.17293440270024382,lower methylation in case/higher stage,0.17293440270024382,FALSE,FALSE,stage_and_binary_all5,6,TRUE,0.23616666698335712,0.09300015430746549,0.215398015882862,high_heterogeneity,TNIK;TNIK;TNIK;TNIK;TNIK;TNIK;TNIK;TNIK;TNIK,chr3,171176016,N_Shore,Body;Body;Body;Body;Body;Body;Body;Body;Body,Unclassified_Cell_type_specific,NA,NA,RDMR
cg23302570,NXPH2,185,45.2140040701866,3,0,3,0,3,6,1.565871301232629e-13,12.805243935420709,44.99333369215793,0,progression_score,Ordinal progression score,0.03148099915581782,higher methylation in case/higher stage,0.07110883757419273,FALSE,TRUE,stable_secondary,4,FALSE,0.21810557186270751,0.3568906021318566,0.06810929185359432,dataset_r2_gt_disease_r2,NXPH2,chr2,139538601,Island,TSS1500,NA,NA,NA,CDMR
cg08473752,NLK,186,45.210726570203406,2,2,0,0,2,6,2.9817039541845926e-10,9.525535478739013,59.14296529827816,50.822415418672826,advanced_vs_nonadvanced,Advanced vs non-advanced,0.1581942024146232,higher methylation in case/higher stage,0.1581942024146232,FALSE,FALSE,stable_secondary,4,FALSE,0.446468886297285,0.2731459281562684,0.23721775041464535,high_heterogeneity,NLK,chr17,26517057,OpenSea,Body,NA,TRUE,NA,NA
cg17686260,MGMT,187,45.13291369170554,3,0,3,0,1,6,3.345099280188842e-5,4.475590988150768,0,0,progression_score,Ordinal progression score,-0.02802608992228199,lower methylation in case/higher stage,0.07241298327843437,FALSE,TRUE,stage_and_binary_all5,6,TRUE,0.05805675976255041,0.09727270834864868,0.02976833957810414,dataset_r2_gt_disease_r2,MGMT,chr10,131412764,OpenSea,Body,NA,NA,NA,NA
cg08882027,intergenic/no-gene,188,44.84265438617372,2,1,1,0,1,6,2.0513676341050423e-10,9.687956500940494,28.778303289692463,0,advanced_vs_nonadvanced,Advanced vs non-advanced,-0.0861387594176412,lower methylation in case/higher stage,0.0861387594176412,TRUE,FALSE,stage_and_binary,6,FALSE,0.12380714261888776,0.08759106193441078,0.08898495775646838,none,NA,chr11,69299509,OpenSea,NA,NA,TRUE,NA,NA
cg24669602,PHTF2/TMEM60,189,44.582975668119055,3,0,3,0,3,6,2.150994992929867e-6,5.667360600558823,27.683535045442355,0,disease_vs_healthy,Disease vs healthy,-0.05156952141779845,lower methylation in case/higher stage,0.05156952141779845,FALSE,TRUE,stage_all5,5,TRUE,0.1295501615980251,0.24972497113390835,0.03112848877968055,dataset_r2_gt_disease_r2,PHTF2;PHTF2;TMEM60,chr7,77426814,N_Shore,TSS1500;TSS1500;5'UTR,NA,NA,NA,RDMR
cg20047561,C1QL3,190,44.472990943459855,2,1,1,0,1,6,5.578898790963417e-17,16.25345151722824,38.08850237199823,0,advanced_vs_nonadvanced,Advanced vs non-advanced,0.10052276394842022,higher methylation in case/higher stage,0.10052276394842022,FALSE,FALSE,stable_secondary,5,TRUE,0.16120589522669,0.05322874063265976,0.13016338355613266,none,C1QL3,chr10,16561393,N_Shore,Body,Unclassified,NA,NA,CDMR
cg08005692,ASH1L,191,44.46640115921942,3,0,3,0,2,6,0.00775829744543916,2.1102335739965232,40.215246851562824,0,disease_vs_healthy,Disease vs healthy,0.06615124826602385,higher methylation in case/higher stage,0.06615124826602385,FALSE,TRUE,stage_and_binary_all5,6,TRUE,0.15492097075396752,0.2747031052756626,0.03632495275847342,dataset_r2_gt_disease_r2,ASH1L,chr1,155506056,OpenSea,5'UTR,Promoter_Associated_Cell_type_specific,NA,NA,NA
cg13523819,MITF,192,44.1967087663109,3,1,2,0,2,6,4.4899233786884943e-4,3.347761070243161,52.934479657186245,39.21199921415951,advanced_vs_nonadvanced,Advanced vs non-advanced,-0.09820863936709497,lower methylation in case/higher stage,0.09820863936709497,FALSE,FALSE,stable_secondary,6,FALSE,0.17723263461306382,0.1502708230011017,0.08431077011305002,high_heterogeneity,MITF;MITF;MITF,chr3,69915449,OpenSea,1stExon;Body;Body,NA,NA,NA,NA
cg08464505,ATP11A,193,44.082967259765255,3,1,2,0,1,6,1.3848872991228352e-5,4.858585567654095,16.36085275185222,0,advanced_vs_nonadvanced,Advanced vs non-advanced,-0.05395295118898722,lower methylation in case/higher stage,0.05395295118898722,FALSE,FALSE,stable_secondary,4,FALSE,0.0974922599011617,0.09279619147859108,0.04522672959242077,none,ATP11A;ATP11A,chr13,113425982,S_Shore,Body;Body,NA,NA,NA,CDMR
cg03343083,LEPREL1,194,43.90820166567467,3,1,2,0,1,6,3.9589084875588054e-5,4.402424537097904,13.469910205877277,0,progression_score,Ordinal progression score,0.02054591385836422,higher methylation in case/higher stage,0.05830068642380771,FALSE,FALSE,stable_secondary,4,FALSE,0.13989176630761774,0.1233657843513191,0.0413235071585273,none,LEPREL1;LEPREL1,chr3,189718843,OpenSea,5'UTR;Body,NA,TRUE,NA,NA
cg26804772,intergenic/no-gene,195,43.62729506758654,2,1,1,0,1,6,3.4786028909811494e-16,15.458595146446193,13.87443069851583,0,advanced_vs_nonadvanced,Advanced vs non-advanced,0.092428664305167,higher methylation in case/higher stage,0.092428664305167,FALSE,FALSE,stable_secondary,6,FALSE,0.2318870953011531,0.1608897496594238,0.09787213047744006,none,NA,chr1,68084465,OpenSea,NA,NA,TRUE,TRUE,NA
cg08151370,FAM198A,196,43.42119606420539,1,1,0,0,1,3,4.830650559679098e-17,16.315994377436272,0,0,advanced_vs_nonadvanced,Advanced vs non-advanced,0.11049418092795668,higher methylation in case/higher stage,0.11049418092795668,TRUE,FALSE,stage_and_binary_all5,6,TRUE,0.25353323428781827,0.187511070769145,0.11236786071896518,none,FAM198A,chr3,43073152,OpenSea,Body,NA,NA,NA,NA
cg12698662,MIR563,197,42.6935726178514,3,0,3,0,2,6,5.19180763175036e-10,9.28468140750527,16.114087348045654,0,advanced_vs_nonadvanced,Advanced vs non-advanced,0.09940946442874732,higher methylation in case/higher stage,0.09940946442874732,FALSE,TRUE,stable_secondary,5,TRUE,0.2274936180288757,0.25728165008893145,0.06779583506188047,dataset_r2_gt_disease_r2,MIR563,chr3,15914712,OpenSea,TSS1500,NA,NA,NA,NA
cg13541527,C6orf48/SNORD52,198,42.521433892656425,3,0,3,0,3,6,3.3913972825407905e-10,9.46962133215971,52.1460207971074,47.79283650529565,advanced_vs_nonadvanced,Advanced vs non-advanced,-0.09088097932986622,lower methylation in case/higher stage,0.09088097932986622,FALSE,TRUE,stable_secondary,4,FALSE,0.29132686379483524,0.3177823722439525,0.1442666034377179,dataset_r2_gt_disease_r2,C6orf48;C6orf48;SNORD52,chr6,31804078,S_Shore,5'UTR;5'UTR;TSS1500,Promoter_Associated,NA,NA,NA
cg25268100,INPP5A,199,42.404455929463666,3,0,0,3,3,6,4.324258268646153e-9,8.364088375473061,39.00811866734952,0,progression_score,Ordinal progression score,-0.01667879768026527,lower methylation in case/higher stage,0.03554728437983217,FALSE,TRUE,stable_secondary,4,FALSE,0.30166894105371717,0.7967890697990401,0.01681691536953788,dataset_r2_gt_disease_r2,INPP5A,chr10,134457731,N_Shelf,Body,NA,NA,NA,NA
cg25532201,intergenic/no-gene,200,40.35708289291827,3,0,0,3,3,6,0.00222343500461947,2.6529755613118207,0,0,progression_score,Ordinal progression score,0.01000675733724574,higher methylation in case/higher stage,0.02919510776211889,FALSE,TRUE,stable_secondary,4,FALSE,0.1910871554923192,0.5888189458274236,0.00863255650607086,dataset_r2_gt_disease_r2,NA,chr13,42002627,OpenSea,NA,Unclassified_Cell_type_specific,NA,NA,NA
cg25576086,SYNJ2BP,201,39.9447075134657,2,0,2,0,1,6,2.4436470958456657e-11,10.611961513402202,29.67331091831682,0,progression_score,Ordinal progression score,0.04152370815708345,higher methylation in case/higher stage,0.07747997706975877,FALSE,TRUE,stage_and_binary_all5,5,TRUE,0.1744815512714821,0.1989218625967095,0.06940755372870697,dataset_r2_gt_disease_r2,SYNJ2BP,chr14,70833871,OpenSea,3'UTR,NA,NA,NA,NA
cg02964602,NOP58,202,39.87707818660373,3,0,0,3,3,6,0.01078314506308065,1.9672545522910456,0,0,progression_score,Ordinal progression score,0.0066894520834431,higher methylation in case/higher stage,0.01804037483027051,FALSE,TRUE,stable_secondary,4,FALSE,0.2333622569376528,0.8372413441105627,0.00168583559304291,dataset_r2_gt_disease_r2,NOP58,chr2,203130213,N_Shore,TSS1500,Promoter_Associated,NA,NA,NA
cg14665366,GPRIN3,203,39.85010422523711,2,1,1,0,1,6,0.02438619092214616,1.612856030382564,85.57789992061379,82.44643085006341,disease_vs_healthy,Disease vs healthy,0.08259542279139744,higher methylation in case/higher stage,0.08259542279139744,FALSE,FALSE,stage_and_binary_all5,6,TRUE,0.15427670347245345,0.1197080662636396,0.06619833027760978,high_heterogeneity,GPRIN3,chr4,90227740,N_Shore,5'UTR,NA,NA,NA,RDMR
cg25296374,intergenic/no-gene,204,39.64324555549948,2,1,1,0,1,6,3.662200279164978e-7,6.436257908598562,77.24269961039008,65.0181500980223,disease_vs_healthy,Disease vs healthy,-0.10515649051979307,lower methylation in case/higher stage,0.10515649051979307,FALSE,FALSE,stage_replicated_all5,5,TRUE,0.2950200304028907,0.23646656847038697,0.14324393723110584,high_heterogeneity,NA,chr6,154691940,OpenSea,NA,Unclassified_Cell_type_specific,TRUE,NA,NA
cg10556349,intergenic/no-gene,205,39.488141508112854,3,0,3,0,1,6,0.00748313464894946,2.1259164401612187,0,0,progression_score,Ordinal progression score,0.01393601071148914,higher methylation in case/higher stage,0.03613916402266549,FALSE,TRUE,stage_replicated_all5,6,TRUE,0.04335216536646361,0.05847188701285941,0.02148282229442861,dataset_r2_gt_disease_r2,NA,chr10,835070,OpenSea,NA,Unclassified,NA,TRUE,NA
cg00101154,MRPL28,206,39.46233650490794,2,1,1,0,1,6,1.539705008682205e-9,8.812562477457892,4.129144586251624,0,disease_vs_healthy,Disease vs healthy,0.0780033441400402,higher methylation in case/higher stage,0.0780033441400402,FALSE,FALSE,stable_secondary,6,FALSE,0.13686288165431915,0.10499745112703314,0.0567247421152607,none,MRPL28,chr16,420108,Island,Body,NA,NA,NA,NA
cg09004195,EPHA4,207,38.78433513607097,2,1,1,0,1,6,1.9247599273461808e-5,4.715623431729912,70.3320253227993,55.39234379500383,progression_score,Ordinal progression score,0.05909589230139803,higher methylation in case/higher stage,0.09161509215054266,FALSE,FALSE,stage_replicated_all5,5,TRUE,0.29649497994763263,0.03792866130626624,0.26419908085951976,high_heterogeneity,EPHA4,chr2,222323493,OpenSea,Body,NA,TRUE,NA,NA
cg05304177,AMOTL2,208,38.64806483184827,3,0,3,0,1,6,2.541666854011409e-11,10.594881374689251,25.367042608684123,0,advanced_vs_nonadvanced,Advanced vs non-advanced,-0.08304633258914883,lower methylation in case/higher stage,0.08304633258914883,FALSE,TRUE,stable_secondary,4,FALSE,0.28989363980717775,0.302687026918273,0.04739812814736938,dataset_r2_gt_disease_r2,AMOTL2,chr3,134083080,Island,Body,Unclassified_Cell_type_specific,TRUE,NA,NA
cg24729988,DAPK2,209,38.540358657830026,2,0,2,0,2,6,9.327629161704015e-10,9.030228728475612,15.616029042058107,0,disease_vs_healthy,Disease vs healthy,0.06152110539572131,higher methylation in case/higher stage,0.06152110539572131,FALSE,TRUE,stage_replicated_all5,6,TRUE,0.07864859118050634,0.15872965226897692,0.05011323454692945,dataset_r2_gt_disease_r2,DAPK2,chr15,64271149,OpenSea,Body,NA,TRUE,NA,NA
cg15601807,C10orf25/ZNF22,210,38.35684995780485,3,0,3,0,3,6,3.335552751960217e-6,5.476832186564668,79.53865145580839,59.67198534627104,progression_score,Ordinal progression score,0.04602766408908312,higher methylation in case/higher stage,0.08806265351839924,FALSE,TRUE,stable_secondary,4,FALSE,0.4486409068081476,0.5198187406076438,0.15185619144185036,dataset_r2_gt_disease_r2,C10orf25;ZNF22,chr10,45495677,N_Shore,3'UTR;TSS1500,NA,NA,NA,NA
cg25277809,intergenic/no-gene,211,38.19196047849959,3,0,3,0,1,6,1.7278522060957662e-5,4.762493408166215,22.835698144335215,0,progression_score,Ordinal progression score,-0.02678995657203949,lower methylation in case/higher stage,0.079016203721806,FALSE,TRUE,stage_all5,5,TRUE,0.14174400295196293,0.1605070525223465,0.02408780587120673,dataset_r2_gt_disease_r2,NA,chr2,128453484,S_Shore,NA,Unclassified_Cell_type_specific,NA,TRUE,NA
cg14926196,MDGA1,212,37.68202244995433,2,1,1,0,2,5,8.282877019117346e-4,3.081818786825937,19.505014016476434,0,disease_vs_healthy,Disease vs healthy,0.03978844206662455,higher methylation in case/higher stage,0.05737528217078613,FALSE,FALSE,stable_secondary,4,FALSE,0.04291759553620777,0.01322500094333995,0.03344404998691029,none,MDGA1,chr6,37616482,Island,Body,Unclassified_Cell_type_specific,NA,TRUE,NA
cg12239580,FAM198A,213,37.34678606530596,1,1,0,0,1,3,6.170290637828317e-22,21.209694379008525,0,0,advanced_vs_nonadvanced,Advanced vs non-advanced,0.10729283294797438,higher methylation in case/higher stage,0.10729283294797438,FALSE,FALSE,stable_secondary,4,FALSE,0.2701740585064784,0.1666859855482189,0.12493382828752776,none,FAM198A,chr3,43073058,OpenSea,Body,NA,NA,NA,NA
cg11460282,intergenic/no-gene,214,36.94987918732668,3,0,3,0,2,6,0.00848680098479604,2.0712559818952556,0,0,disease_vs_healthy,Disease vs healthy,0.03200255003221326,higher methylation in case/higher stage,0.0329786433397824,FALSE,TRUE,stable_secondary,4,FALSE,0.15871397692338896,0.16385580689114157,0.02341262271491159,dataset_r2_gt_disease_r2,NA,chr7,56297661,Island,NA,NA,NA,NA,NA
cg20568497,intergenic/no-gene,215,36.610975981787064,3,0,3,0,1,6,0.00437790404470008,2.358733761569813,60.80275302623608,52.622004717997314,advanced_vs_nonadvanced,Advanced vs non-advanced,-0.09606589271455114,lower methylation in case/higher stage,0.09606589271455114,FALSE,TRUE,stage_replicated_all5,5,TRUE,0.15796061282784776,0.17381993416907904,0.06527711562652735,dataset_r2_gt_disease_r2,NA,chr10,133558893,OpenSea,NA,NA,TRUE,NA,NA
cg11494841,C17orf62,216,36.49185445165646,1,1,0,0,1,3,1.027156213484852e-20,19.98836350236637,0,0,advanced_vs_nonadvanced,Advanced vs non-advanced,0.13062145904167907,higher methylation in case/higher stage,0.13062145904167907,FALSE,FALSE,stable_secondary,4,FALSE,0.1406275672805208,0.03660796979080714,0.1253955183272945,none,C17orf62;C17orf62;C17orf62,chr17,80402750,Island,Body;Body;Body,NA,NA,NA,NA
cg14769786,RTN4RL1,217,36.35008511009448,3,0,3,0,2,6,0.00308470631414443,2.510786177568484,18.149304284069157,0,fibrosis_vs_nonfibrosis,Fibrosis vs non-fibrosis,0.04497897703532799,higher methylation in case/higher stage,0.06679863253397231,FALSE,TRUE,stable_secondary,4,FALSE,0.05181736062060574,0.10987016734197376,0.03880033062587643,dataset_r2_gt_disease_r2,RTN4RL1,chr17,1881333,S_Shore,Body,NA,TRUE,NA,NA
cg10479063,PZP,218,36.311969718061015,2,1,1,0,1,6,8.57087986091249e-7,6.066974592414622,58.698249932584446,39.0761573479478,progression_score,Ordinal progression score,0.06784966150801724,higher methylation in case/higher stage,0.17035904757867912,FALSE,FALSE,stable_secondary,5,TRUE,0.31903173815815805,0.1388280146403812,0.2143794471255485,high_heterogeneity,PZP,chr12,9360933,OpenSea,1stExon,NA,NA,NA,NA
cg23879118,ACY3,219,36.05199185245045,3,0,3,0,3,6,6.245953244380883e-4,3.2044012711118053,93.82178074655629,92.49666356421808,progression_score,Ordinal progression score,-0.03389943448067922,lower methylation in case/higher stage,0.0497922076720635,FALSE,TRUE,stable_secondary,4,FALSE,0.1412407337656253,0.708412226896212,0.05855721927156732,dataset_r2_gt_disease_r2,ACY3,chr11,67414373,OpenSea,Body,Unclassified_Cell_type_specific,NA,NA,DMR
cg03301671,FAT1,220,36.046448210423726,2,0,2,0,2,3,0.00119262128637354,2.9234974434624688,0,0,advanced_vs_nonadvanced,Advanced vs non-advanced,-0.0111920434000928,lower methylation in case/higher stage,0.01305386734172316,FALSE,TRUE,stage_and_binary_all5,5,TRUE,0.12884555525618985,0.2503414880087718,0.02090437887539609,dataset_r2_gt_disease_r2,FAT1,chr4,187621790,OpenSea,Body,NA,NA,NA,NA
cg13897134,ZIC4,221,35.70445631237766,1,0,1,0,1,3,1.90260277207696e-27,26.720651874825233,0,0,advanced_vs_nonadvanced,Advanced vs non-advanced,-0.12227475363837348,lower methylation in case/higher stage,0.12227475363837348,FALSE,TRUE,stage_all5,5,TRUE,0.2142348221925076,0.22763348242559472,0.1300592236175226,dataset_r2_gt_disease_r2,ZIC4;ZIC4;ZIC4,chr3,147120248,S_Shelf,Body;Body;Body,NA,NA,NA,NA
cg09174870,MT1G/MT1H,222,34.87503745917723,1,1,0,0,1,3,2.2390657066290977e-7,6.649933161620731,35.59831507914563,35.59831507914563,advanced_vs_nonadvanced,Advanced vs non-advanced,0.12596153761039705,higher methylation in case/higher stage,0.12596153761039705,TRUE,FALSE,stage_and_binary_all5,6,TRUE,0.17094607624297606,0.11409375646595717,0.1014933397031386,none,MT1G;MT1H,chr16,56702802,N_Shore,TSS1500;TSS1500,NA,TRUE,NA,RDMR
cg13902645,intergenic/no-gene,223,34.82858113682864,2,1,1,0,2,3,0.01264814825092745,1.8979730526123435,0,0,advanced_vs_nonadvanced,Advanced vs non-advanced,0.0367670195492235,higher methylation in case/higher stage,0.0367670195492235,FALSE,FALSE,stable_secondary,4,FALSE,0.02872116560198278,0.01708608531276289,0.02129406692248271,none,NA,chr11,5959945,OpenSea,NA,NA,NA,NA,NA
cg14174912,KLF6,224,34.1826494055369,1,1,0,0,1,3,2.8402593100951562e-15,14.546642007909858,0,0,advanced_vs_nonadvanced,Advanced vs non-advanced,-0.09877692237957005,lower methylation in case/higher stage,0.09877692237957005,FALSE,FALSE,stable_secondary,5,TRUE,0.116608449472073,0.02942114927534288,0.09922182003072416,none,KLF6;KLF6;KLF6;KLF6,chr10,3824516,S_Shore,Body;Body;Body;Body,NA,NA,NA,RDMR
cg01894875,C1orf86/LOC100128003,225,34.078105983605106,2,0,2,0,1,6,5.267991659664691e-17,16.27835492128893,36.334849225942904,0,advanced_vs_nonadvanced,Advanced vs non-advanced,0.0865012391063172,higher methylation in case/higher stage,0.0865012391063172,FALSE,TRUE,stable_secondary,4,FALSE,0.2816589041865268,0.2983527952578243,0.08817366435939883,dataset_r2_gt_disease_r2,C1orf86;LOC100128003;C1orf86,chr1,2121521,Island,Body;Body;Body,Promoter_Associated,NA,NA,NA
cg11401159,intergenic/no-gene,226,34.0535386556414,2,1,1,0,1,6,1.0277175557673606e-4,3.988126224665456,44.7629940324885,34.137392654396024,progression_score,Ordinal progression score,0.04665293040467211,higher methylation in case/higher stage,0.1281028182259136,FALSE,FALSE,stable_secondary,4,FALSE,0.18066362851873485,0.04038046961016234,0.19281631820118617,none,NA,chr5,6759129,S_Shelf,NA,NA,NA,NA,NA
cg13728131,NAV2,227,33.69540379175706,3,0,3,0,1,6,9.49884658550212e-6,5.022329126496752,46.4045319358133,0,advanced_vs_nonadvanced,Advanced vs non-advanced,-0.0536938746874543,lower methylation in case/higher stage,0.05848411024731529,FALSE,TRUE,stable_secondary,4,FALSE,0.22620686519234665,0.3034929677569461,0.04608627455989195,dataset_r2_gt_disease_r2,NAV2;NAV2;NAV2,chr11,19799633,S_Shore,Body;Body;Body,NA,NA,TRUE,RDMR
cg27000120,GALNS,228,33.63833516417567,2,0,2,0,1,6,3.4761790404233653e-14,13.458897863332274,5.657866803138293,0,disease_vs_healthy,Disease vs healthy,0.08488884662924734,higher methylation in case/higher stage,0.08488884662924734,FALSE,TRUE,stable_secondary,4,FALSE,0.08708219549658272,0.12988451337480833,0.07830006052080438,dataset_r2_gt_disease_r2,GALNS,chr16,88917283,OpenSea,Body,NA,NA,NA,NA
cg14231704,C17orf62,229,33.6314539618161,1,1,0,0,1,3,1.7409249706232346e-14,13.759219945451571,0,0,advanced_vs_nonadvanced,Advanced vs non-advanced,0.10413301894598936,higher methylation in case/higher stage,0.10413301894598936,FALSE,FALSE,stable_secondary,5,TRUE,0.07816632765692468,0.00726492512666403,0.07607966699733074,none,C17orf62;C17orf62;C17orf62,chr17,80402432,Island,Body;Body;Body,NA,NA,NA,NA
cg13032057,intergenic/no-gene,230,33.37730096216303,2,0,2,0,1,6,5.481178845738286e-7,6.261126027073931,20.109745135774563,0,disease_vs_healthy,Disease vs healthy,0.05464640352415594,higher methylation in case/higher stage,0.05464640352415594,FALSE,TRUE,stage_replicated_all5,5,TRUE,0.07097287087214856,0.07520412054577556,0.05455728645870141,dataset_r2_gt_disease_r2,NA,chr6,30922803,N_Shore,NA,Unclassified,TRUE,NA,NA
cg18410685,intergenic/no-gene,231,32.98120945229995,1,1,0,0,1,3,1.4780896720395497e-13,12.83029921757136,0,0,advanced_vs_nonadvanced,Advanced vs non-advanced,0.0937310921253321,higher methylation in case/higher stage,0.0937310921253321,FALSE,FALSE,stable_secondary,5,TRUE,0.1069551539490284,0.01677930023509855,0.10560735878114626,none,NA,chr14,34838703,OpenSea,NA,NA,TRUE,NA,NA
cg20485607,intergenic/no-gene,232,32.545797089308685,2,0,2,0,0,6,3.3458133594220672e-9,8.475498289086078,47.741034261031366,22.862920279703392,disease_vs_healthy,Disease vs healthy,0.0944303494033056,higher methylation in case/higher stage,0.0944303494033056,FALSE,FALSE,stage_all5,6,TRUE,0.324782746781709,0.2893591600128001,0.08540418678915324,none,NA,chr1,120217696,OpenSea,NA,Unclassified_Cell_type_specific,TRUE,TRUE,NA
cg25429640,UNC5A,233,32.53683147592427,2,0,2,0,2,6,9.780050035945475e-4,3.0096589233024367,51.39859540774875,35.11631690623476,progression_score,Ordinal progression score,-0.02094459333118528,lower methylation in case/higher stage,0.03915226508061756,FALSE,TRUE,stage_replicated_all5,5,TRUE,0.1641323158814258,0.4366922537626704,0.04273425210807224,dataset_r2_gt_disease_r2,UNC5A,chr5,176302913,N_Shelf,Body,NA,NA,NA,NA
cg19639560,SLC16A11,234,32.488355336807835,1,1,0,0,1,3,3.383049399094511e-7,6.470691660622447,10.822576512557587,10.822576512557587,advanced_vs_nonadvanced,Advanced vs non-advanced,0.07384590934841877,higher methylation in case/higher stage,0.07384590934841877,TRUE,FALSE,stage_and_binary,4,FALSE,0.1945372388906388,0.19107699925249963,0.08321166412144052,none,SLC16A11,chr17,6946059,Island,Body,Unclassified,NA,NA,NA
cg08689926,intergenic/no-gene,235,32.34856478598983,2,0,0,2,2,3,4.414763554026246e-4,3.3550925514140415,0,0,advanced_vs_nonadvanced,Advanced vs non-advanced,0.0154453612825599,higher methylation in case/higher stage,0.0154453612825599,FALSE,TRUE,stage_replicated_all5,5,TRUE,0.02859824475196647,0.7587817024514677,0.00859690982154948,dataset_r2_gt_disease_r2,NA,chr22,50322930,Island,NA,Unclassified_Cell_type_specific,NA,NA,DMR
cg03650946,HOXA3,236,32.18967518947987,2,0,2,0,1,6,2.6891683238316592e-14,13.570382013015314,36.19184439261691,0,disease_vs_healthy,Disease vs healthy,0.0878541161115935,higher methylation in case/higher stage,0.0878541161115935,FALSE,TRUE,stable_secondary,4,FALSE,0.05394616347278611,0.09891322493627348,0.06962372843348424,dataset_r2_gt_disease_r2,HOXA3;HOXA3;HOXA3,chr7,27154562,N_Shore,5'UTR;TSS1500;5'UTR,NA,NA,NA,NA
cg08200543,C1orf86/LOC100128003,237,31.98776171101517,1,1,0,0,1,3,2.792895578881192e-9,8.553945301450247,0,0,advanced_vs_nonadvanced,Advanced vs non-advanced,0.08156836462175585,higher methylation in case/higher stage,0.08156836462175585,FALSE,FALSE,stage_all5,5,TRUE,0.16330018574007135,0.15290280742867535,0.05301808272684927,none,C1orf86;LOC100128003;C1orf86,chr1,2121449,Island,Body;Body;Body,Promoter_Associated,NA,NA,NA
cg05727199,EXPH5,238,31.972087525646216,2,0,2,0,2,3,0.00152311293445398,2.81726789378031,0,0,advanced_vs_nonadvanced,Advanced vs non-advanced,0.04031678542229058,higher methylation in case/higher stage,0.04031678542229058,FALSE,TRUE,stage_replicated_all5,6,TRUE,0.09994023128270728,0.1489689837640356,0.04232159611333805,dataset_r2_gt_disease_r2,EXPH5;EXPH5;EXPH5;EXPH5,chr11,108408907,OpenSea,Body;1stExon;5'UTR;Body,NA,NA,NA,NA
cg22298860,HLA-F,239,31.242339531756215,3,0,3,0,1,6,0.00171375575022736,2.7660510749958243,63.87792441481722,55.50937288696704,disease_vs_healthy,Disease vs healthy,-0.09123792393704822,lower methylation in case/higher stage,0.09123792393704822,FALSE,TRUE,stable_secondary,4,FALSE,0.1017180299406942,0.1287673437821069,0.07934184115705192,dataset_r2_gt_disease_r2,HLA-F;HLA-F;HLA-F,chr6,29690822,N_Shore,TSS1500;TSS1500;TSS1500,Promoter_Associated,NA,TRUE,NA
cg02940147,ROBO3,240,30.805043125110075,2,0,2,0,2,6,0.0198994778021916,1.7011583201029707,77.71535397924015,72.93784714254349,progression_score,Ordinal progression score,-0.02857538542583723,lower methylation in case/higher stage,0.03636049758675767,FALSE,TRUE,stage_and_binary,4,FALSE,0.24500987442982844,0.4744679159174448,0.02420971317766351,dataset_r2_gt_disease_r2,ROBO3,chr11,124747263,S_Shore,Body,NA,NA,NA,NA
cg26227225,C1orf86/LOC100128003,241,30.79581700281057,1,1,0,0,1,3,1.408746509950021e-7,6.8511671468722435,0,0,advanced_vs_nonadvanced,Advanced vs non-advanced,0.082777516168934,higher methylation in case/higher stage,0.082777516168934,FALSE,FALSE,stage_all5,5,TRUE,0.09037927232006002,0.0878103535304904,0.05121791052480971,none,C1orf86;LOC100128003;C1orf86,chr1,2121039,Island,Body;Body;3'UTR,Promoter_Associated,NA,NA,NA
cg21082050,FGB,242,30.741445218809275,2,0,2,0,2,6,0.0020500997389579,2.688225009663588,82.8062457591046,75.34834083148185,progression_score,Ordinal progression score,0.03255315171319361,higher methylation in case/higher stage,0.06842059912108418,FALSE,TRUE,stage_replicated_all5,5,TRUE,0.38392784013565434,0.5738509680163001,0.11976138692413874,dataset_r2_gt_disease_r2,FGB,chr4,155484272,OpenSea,1stExon,NA,NA,NA,NA
cg26937772,MT1H,243,30.459973370855423,1,1,0,0,1,3,4.252158751097497e-12,11.371390529793468,0,0,advanced_vs_nonadvanced,Advanced vs non-advanced,0.1123247164035003,higher methylation in case/higher stage,0.1123247164035003,FALSE,FALSE,stable_secondary,6,FALSE,0.13945045627596253,0.0964436786687244,0.0803659986331253,none,MT1H,chr16,56704905,S_Shore,3'UTR,NA,NA,NA,NA
